observation,weight_1,weight_2,weight_3,weight_4,weight_code_1,weight_code_2,weight_code_3,weight_code_4,good_wt_1,good_wt_2,good_wt_3,good_wt_4,bad_wt_1,bad_wt_2,bad_wt_3,bad_wt_4,threshold_1,threshold_2,threshold_3,threshold_4,validation_good,validation_bad,validation_missed,validation_f17,objective_score,train_good,train_bad,train_missed,n_patterns,trie_nodes
51,26,29,22,2,29,32,25,5,1,1,1,1,26,29,22,2,40,4,31,35,163708,5160,4259,0.9695470499907669,0.9695437622689405,1312338,1579,33334,2823,3988
52,18,23,7,30,21,26,10,33,1,1,1,1,18,23,7,30,5,29,26,38,167080,6801,887,0.9615411176804783,0.9615364886538847,1339349,9031,6323,4076,5615
53,17,1/5,4,20,20,0,7,23,1,5,1,1,17,1,4,20,31,6,4,23,167330,5849,637,0.9668076385025756,0.9668018528376363,1341850,1892,3822,5492,7018
54,26,13,29,4,29,16,32,7,1,1,1,1,26,13,29,4,10,40,36,3,166113,5299,1854,0.9694758645081129,0.9694710524639051,1331875,980,13797,4371,5837
55,21,27,25,25,24,30,28,28,1,1,1,1,21,27,25,25,36,42,11,17,166420,6043,1547,0.9654639808025707,0.9654600426262505,1334343,5908,11329,3270,4777
56,16,1/5,30,30,19,0,33,33,1,5,1,1,16,1,30,30,15,29,42,25,164732,5611,3235,0.9673304306138952,0.9673272014247292,1320069,1162,25603,2997,3917
57,29,30,21,1/4,32,33,24,1,1,1,1,4,29,30,21,1,41,39,29,39,163251,5112,4716,0.9696826493147697,0.9696797375210157,1308682,1657,36990,2523,3532
58,27,22,24,27,30,25,27,30,1,1,1,1,27,22,24,27,3,9,4,35,167491,5767,476,0.9673051762905901,0.9672979726513425,1343089,3316,2583,6381,8738
59,15,2,10,17,18,5,13,20,1,1,1,1,15,2,10,17,23,10,21,2,165611,5590,2356,0.9677139253666316,0.9677104826569156,1327485,623,18187,3059,4176
60,12,10,8,1/5,15,13,11,0,1,1,1,5,12,10,8,1,5,41,7,23,166137,5935,1830,0.9659695133260732,0.9659648529721402,1331563,964,14109,4265,5653
61,23,24,27,23,26,27,30,26,1,1,1,1,23,24,27,23,3,3,38,35,167090,5773,877,0.9671514637101434,0.9671448866176832,1339725,1367,5947,6088,7978
62,30,1/5,9,1,33,0,12,4,1,5,1,1,30,1,9,1,34,21,25,9,164045,5181,3922,0.9695283982666278,0.9695250643781961,1314789,990,30883,2999,4044
63,24,13,14,30,27,16,17,33,1,1,1,1,24,13,14,30,15,40,36,1,165650,5298,2317,0.9693461896004866,0.969340786458849,1327990,228,17682,4675,6554
64,14,25,4,6,17,28,7,9,1,1,1,1,14,25,4,6,19,39,2,35,167726,7224,241,0.9594741363697364,0.9594684430380079,1344713,9453,959,4721,6906
65,18,25,30,28,21,28,33,31,1,1,1,1,18,25,30,28,33,11,1,2,167777,6042,190,0.9658900797665149,0.9658805826362641,1345609,815,63,8201,11520
66,24,1/4,23,25,27,1,26,28,1,4,1,1,24,1,23,25,35,2,3,41,167340,5436,627,0.9690767572030131,0.9690688676599141,1342418,117,3254,7256,9570
67,30,29,9,2,33,32,12,5,1,1,1,1,30,29,9,2,7,32,35,6,166418,5428,1549,0.9688509680650261,0.9688455970751316,1334561,1651,11111,4899,6515
68,10,1/4,13,29,13,1,16,32,1,4,1,1,10,1,13,29,42,23,39,8,163583,7111,4384,0.9586469624317847,0.9586447217026162,1310760,1368,34912,2132,2718
69,18,10,24,29,21,13,27,32,1,1,1,1,18,10,24,29,2,36,16,20,167433,6762,534,0.9618692294912335,0.9618632080468453,1342264,6758,3408,5389,7304
70,12,2,4,1/3,15,5,7,2,1,1,1,3,12,2,4,1,27,7,5,4,167249,5850,718,0.9667775668805979,0.9667726633275829,1340798,399,4874,4420,5948
71,18,1/4,28,25,21,1,31,28,1,4,1,1,18,1,28,25,2,3,41,29,165935,5888,2032,0.9661658259284007,0.966159346939977,1329888,47,15784,6283,7859
72,29,11,18,29,32,14,21,32,1,1,1,1,29,11,18,29,32,33,29,38,163957,5876,4010,0.965613494995868,0.9656106170026644,1314194,6598,31478,2418,3491
73,23,27,16,10,26,30,19,13,1,1,1,1,23,27,16,10,3,42,1,42,167778,7033,189,0.960520081623998,0.9605111722935622,1345576,9740,96,7574,10807
74,17,22,6,1/4,20,25,9,1,1,1,1,4,17,22,6,1,24,25,41,6,164533,5456,3434,0.9681341224662333,0.9681309608781681,1318638,311,27034,2927,3835
75,30,1/5,22,17,33,0,25,20,1,5,1,1,30,1,22,17,41,14,15,2,165129,5001,2838,0.9708516960228645,0.9708473654303985,1324121,317,21551,3896,5253
76,30,1/3,5,29,33,2,8,32,1,3,1,1,30,1,5,29,39,35,41,41,163344,5277,4623,0.9687801142437439,0.9687774382294388,1308867,2777,36805,2365,3246
77,28,22,23,20,31,25,26,23,1,1,1,1,28,22,23,20,5,24,26,42,166820,6052,1147,0.9655393551919589,0.9655337970624319,1337561,6180,8111,4964,6742
78,18,29,21,1/3,21,32,24,2,1,1,1,3,18,29,21,1,35,1,41,30,164150,5419,3817,0.968225453612003,0.9682211914450415,1315740,142,29932,3710,5170
79,26,7,24,1/4,29,10,27,1,1,1,1,4,26,7,24,1,1,6,11,5,167275,5604,692,0.968134414966111,0.968125312725217,1341552,320,4120,8712,11041
80,17,23,16,20,20,26,19,23,1,1,1,1,17,23,16,20,37,39,2,2,167667,6022,300,0.9659652889225242,0.9659577687122682,1344623,826,1049,6500,9122
81,29,1/5,29,30,32,0,32,33,1,5,1,1,29,1,29,30,6,2,2,9,167475,5402,492,0.9693029468893175,0.9692935627023691,1343802,54,1870,9021,11383
82,21,30,20,3,24,33,23,6,1,1,1,1,21,30,20,3,30,8,41,37,164367,5624,3600,0.9671462023181806,0.9671432938220413,1317230,3304,28442,2500,3528
83,25,26,30,14,28,29,33,17,1,1,1,1,25,26,30,14,14,41,7,33,166944,6386,1023,0.9637533732580376,0.9637483691277752,1338596,7725,7076,4188,6070
84,30,1,6,1/3,33,4,9,2,1,1,1,3,30,1,6,1,39,5,28,4,164264,4990,3703,0.97066530141006,0.9706618075873167,1316556,326,29116,3155,4238
85,12,20,7,30,15,23,10,33,1,1,1,1,12,20,7,30,11,29,34,3,166588,5971,1379,0.9659114233689474,0.9659072065441876,1335367,1393,10305,3726,5115
86,30,1/3,10,30,33,2,13,33,1,3,1,1,30,1,10,30,29,33,7,36,166831,5424,1136,0.9689942291666037,0.9689889595783604,1337697,2160,7975,4659,6392
87,20,16,22,1/5,23,19,25,0,1,1,1,5,20,16,22,1,40,40,42,34,162794,5437,5173,0.9677117149506033,0.9677092557544628,1304260,1313,41412,2183,2983
88,24,28,16,1/3,27,31,19,2,1,1,1,3,24,28,16,1,10,2,42,2,166102,5422,1865,0.9687910717849793,0.9687854592448102,1331942,11,13730,5082,6808
89,19,7,1/5,16,22,10,0,19,1,1,5,1,19,7,1,16,3,35,21,4,167619,6189,348,0.9650403664711128,0.9650333862452591,1343871,2887,1801,6394,8467
90,17,1/2,30,10,20,3,33,13,1,2,1,1,17,1,30,10,42,9,3,4,167458,5706,509,0.9676293883175588,0.9676229357100525,1342994,799,2678,5735,7827
91,30,1,29,1/4,33,4,32,1,1,1,1,4,30,1,29,1,20,31,10,41,166099,5364,1868,0.9691114717116934,0.9691067800304211,1331798,1936,13874,4074,5691
92,30,30,25,2,33,33,28,5,1,1,1,1,30,30,25,2,40,39,21,1,164607,4962,3360,0.9709210310247393,0.9709166048014479,1319773,124,25899,3841,5369
93,18,26,15,29,21,29,18,32,1,1,1,1,18,26,15,29,34,2,42,19,164294,5522,3673,0.9676931814072198,0.9676895927780548,1316831,978,28841,3108,4353
94,10,1/5,5,10,13,0,8,13,1,5,1,1,10,1,5,10,5,41,41,2,165578,7207,2389,0.9588239272716492,0.9588195628786329,1327122,495,18550,4207,5294
95,22,30,1/4,14,25,33,1,17,1,1,4,1,22,30,1,14,1,14,2,7,167817,6630,150,0.9627094025037087,0.9627002310129066,1345612,5469,60,8418,11125
96,14,5,10,27,17,8,13,30,1,1,1,1,14,5,10,27,34,2,7,26,167124,5768,843,0.9671891593144417,0.9671844272373896,1339843,833,5829,4177,5740
97,30,25,4,28,33,28,7,31,1,1,1,1,30,25,4,28,7,38,17,41,166774,6236,1193,0.9645181278444854,0.9645129604822968,1337268,8084,8404,4563,6268
98,27,26,29,1/3,30,29,32,2,1,1,1,3,27,26,29,1,18,41,1,6,167102,5510,865,0.9685999984929204,0.9685900331013864,1340334,328,5338,8899,12088
99,26,11,24,1/3,29,14,27,2,1,1,1,3,26,11,24,1,40,2,36,6,163184,4985,4783,0.9703805120876549,0.9703770331041776,1308102,373,37570,3023,4220
100,16,1/3,14,12,19,2,17,15,1,3,1,1,16,1,14,12,2,26,20,1,166892,5992,1075,0.965890340668317,0.9658838196353062,1337918,58,7754,6197,7910
101,30,1/4,16,30,33,1,19,33,1,4,1,1,30,1,16,30,27,1,4,7,167127,5276,840,0.9698964009251003,0.9698890266342935,1340783,154,4889,6821,8945
102,13,29,8,23,16,32,11,26,1,1,1,1,13,29,8,23,42,8,36,39,164658,5966,3309,0.9653348760743776,0.9653323336134667,1319661,3593,26011,2168,3084
103,30,23,28,1,33,26,31,4,1,1,1,1,30,23,28,1,1,41,31,27,167155,6175,812,0.9649714581353463,0.9649625916739012,1340532,4855,5140,8302,10755
104,24,7,30,12,27,10,33,15,1,1,1,1,24,7,30,12,39,35,5,42,167211,6275,756,0.9644435590194285,0.9644379984166904,1340782,7483,4890,4627,6745
105,16,3,2,12,19,6,5,15,1,1,1,1,16,3,2,12,18,38,42,2,165760,5586,2207,0.9677809965785532,0.9677771408425998,1328993,727,16679,3403,4677
106,26,19,11,15,29,22,14,18,1,1,1,1,26,19,11,15,2,1,9,37,167412,5605,555,0.9681695158342779,0.9681609535777861,1342788,418,2884,8023,10386
107,22,1,23,1/4,25,4,26,1,1,1,1,4,22,1,23,1,20,40,4,30,166971,5597,996,0.9680826280853716,0.9680768127419003,1338809,1625,6863,5020,7054
108,23,17,29,30,26,20,32,33,1,1,1,1,23,17,29,30,41,42,35,21,163548,5961,4419,0.9650092967731063,0.9650067815175164,1310663,6102,35009,2090,3051
109,17,1/4,21,7,20,1,24,10,1,4,1,1,17,1,21,7,3,16,39,3,166025,5843,1942,0.9664416981712206,0.9664363040980235,1330467,628,15205,5128,6543
110,30,27,7,29,33,30,10,32,1,1,1,1,30,27,7,29,31,4,32,2,164114,5151,3853,0.9697171527326083,0.9697132211515175,1315397,662,30275,3398,4769
111,30,4,20,5,33,7,23,8,1,1,1,1,30,4,20,5,27,4,7,31,166829,5342,1138,0.9694461380330358,0.9694405147756191,1337758,1244,7914,4893,6821
112,19,29,12,2,22,32,15,5,1,1,1,1,19,29,12,2,3,14,39,37,167161,6336,806,0.9640952231547572,0.964089546311102,1340088,4935,5584,5108,6886
113,17,1/4,10,12,20,1,13,15,1,4,1,1,17,1,10,12,40,33,41,20,163254,5596,4713,0.966959292277771,0.9669570062064007,1307889,1700,37783,2088,2773
114,30,13,1,27,33,16,4,30,1,1,1,1,30,13,1,27,2,39,42,3,167164,5684,803,0.967662126126727,0.9676541533188575,1340685,1120,4987,7484,9671
115,23,30,30,15,26,33,33,18,1,1,1,1,23,30,30,15,42,37,4,1,167335,5433,632,0.9690918005341689,0.9690841830442802,1342064,227,3608,6592,9240
116,30,1/4,10,1/5,33,1,13,0,1,4,1,5,30,1,10,1,7,4,14,38,166283,5247,1684,0.9698134956549898,0.9698074915230785,1333607,145,12065,5690,7283
117,19,29,27,8,22,32,30,11,1,1,1,1,19,29,27,8,14,3,42,21,165960,5725,2007,0.9670729041043143,0.9670686402885454,1330351,1455,15321,3791,5172
118,16,4,28,2,19,7,31,5,1,1,1,1,16,4,28,2,39,39,9,22,166800,6181,1167,0.9648270784619591,0.9648232870294918,1337260,5579,8412,3174,4599
119,27,22,21,27,30,25,24,30,1,1,1,1,27,22,21,27,42,33,42,4,162720,5121,5247,0.96947442474991,0.9694713587926701,1304157,1372,41515,2578,3719
120,13,21,5,21,16,24,8,24,1,1,1,1,13,21,5,21,4,9,2,1,167692,5974,275,0.9662347923118383,0.966226903593143,1344746,260,926,6950,9569
121,24,3,26,23,27,6,29,26,1,1,1,1,24,3,26,23,28,2,6,42,167039,5417,928,0.969093596181433,0.969087822058145,1339338,630,6334,5081,7004
122,27,19,29,30,30,22,32,33,1,1,1,1,27,19,29,30,39,39,41,16,163005,5511,4962,0.9673599041737747,0.9673572916385521,1306364,4582,39308,2191,3169
123,12,1,9,14,15,4,12,17,1,1,1,1,12,1,9,14,20,10,40,13,165499,5967,2468,0.9655941835755579,0.9655914861267575,1326371,2419,19301,2435,3272
124,27,29,5,1/2,30,32,8,3,1,1,1,2,27,29,5,1,3,25,21,4,166854,5372,1113,0.969287819123901,0.9692810400525423,1338108,390,7564,6438,8223
125,28,26,13,1/2,31,29,16,3,1,1,1,2,28,26,13,1,41,41,1,36,167569,5922,398,0.9664811248691606,0.9664719814080832,1343882,3642,1790,7975,11091
126,28,1/5,25,1/2,31,0,28,3,1,5,1,2,28,1,25,1,37,6,27,26,163345,4960,4622,0.9705686761786694,0.9705653200313386,1309155,302,36517,3056,4071
127,29,26,14,25,32,29,17,28,1,1,1,1,29,26,14,25,42,34,41,40,162829,5835,5138,0.9654843882059693,0.9654819075753335,1305016,7164,40656,2053,3009
128,29,12,11,1/3,32,15,14,2,1,1,1,3,29,12,11,1,12,39,2,35,167256,5609,711,0.9681013230301335,0.9680936263974927,1341451,2279,4221,6705,9336
129,17,1/3,2,5,20,2,5,8,1,3,1,1,17,1,2,5,29,36,37,1,164795,5448,3172,0.9682575793719155,0.9682539899183468,1320808,72,24864,3304,4354
130,19,26,7,25,22,29,10,28,1,1,1,1,19,26,7,25,4,20,8,7,167392,6115,575,0.9653729435823853,0.965367138131758,1341948,3024,3724,5147,7042
131,25,1/4,10,27,28,1,13,30,1,4,1,1,25,1,10,27,5,39,33,36,166161,5699,1806,0.9672775062646211,0.9672722094710566,1332204,1801,13468,4896,6425
132,23,2,29,21,26,5,32,24,1,1,1,1,23,2,29,21,20,4,3,42,167504,5548,463,0.9685094504028036,0.9685026779266742,1343140,1087,2532,5937,8215
133,21,29,20,1,24,32,23,4,1,1,1,1,21,29,20,1,2,2,36,10,167233,5891,734,0.9665481954025659,0.9665408582099242,1340927,831,4745,6852,8900
134,14,5,8,12,17,8,11,15,1,1,1,1,14,5,8,12,35,8,39,23,164631,5852,3336,0.9659591106588243,0.9659566951560783,1319283,2616,26389,2111,2930
135,30,19,5,6,33,22,8,9,1,1,1,1,30,19,5,6,34,32,17,1,165705,5111,2262,0.970402617677239,0.9703975607851419,1328588,193,17084,4407,6134
136,17,1/5,14,28,20,0,17,31,1,5,1,1,17,1,14,28,11,2,42,34,164902,5602,3065,0.9674323623965889,0.9674281983336638,1321651,156,24021,4031,5051
137,27,1/5,16,24,30,0,19,27,1,5,1,1,27,1,16,24,42,41,10,27,166208,5234,1759,0.9698638929816629,0.9698592260325005,1332671,1523,13001,4139,5661
138,30,17,21,3,33,20,24,6,1,1,1,1,30,17,21,3,32,27,30,1,163704,5064,4263,0.970086395430738,0.9700822255969873,1312388,164,33284,3604,5058
139,14,1/4,6,1/3,17,1,9,2,1,4,1,3,14,1,6,1,2,35,8,1,167174,6093,793,0.9654252400944786,0.9654185764396334,1340281,6,5391,6585,8083
140,28,27,3,11,31,30,6,14,1,1,1,1,28,27,3,11,8,9,1,19,167794,5975,173,0.9662605232873659,0.9662516576503244,1345605,3803,67,7846,10754
141,18,1/4,22,30,21,1,25,33,1,4,1,1,18,1,22,30,8,29,37,38,165763,5758,2204,0.966830430717028,0.966826326011167,1328394,1528,17278,3820,4979
142,23,6,29,30,26,9,32,33,1,1,1,1,23,6,29,30,40,6,1,29,167774,5975,193,0.966254411018712,0.9662446945970856,1345568,1912,104,8475,11786
143,29,1,2,1/5,32,4,5,0,1,1,1,5,29,1,2,1,7,1,28,27,166398,5264,1569,0.9697525644260878,0.9697467194040845,1334377,192,11295,5526,7090
144,29,30,18,5,32,33,21,8,1,1,1,1,29,30,18,5,27,6,13,1,165887,5134,2080,0.9703268461988048,0.9703213226942319,1330170,178,15502,4744,6700
145,19,1/2,1/4,1/2,22,3,1,3,1,2,4,2,19,1,1,1,37,36,41,5,163231,6509,4736,0.9618540552892693,0.9618504683089115,1307753,859,37919,3937,4351
146,23,1/3,28,29,26,2,31,32,1,3,1,1,23,1,28,29,3,40,3,36,167479,5901,488,0.9665684663869596,0.9665613897058769,1343030,2550,2642,6454,8584
147,30,29,27,1/5,33,32,30,0,1,1,1,5,30,29,27,1,41,34,39,36,161996,5054,5971,0.9696391309089442,0.969636435108951,1298190,1300,47482,2340,3270
148,29,12,6,11,32,15,9,14,1,1,1,1,29,12,6,11,36,42,3,13,167569,5820,398,0.9670386568464461,0.9670322908013248,1343615,4411,2057,5501,7722
149,29,1/4,5,28,32,1,8,31,1,4,1,1,29,1,5,28,19,4,28,1,164662,5098,3305,0.9701743075557785,0.9701699835585419,1320071,49,25601,4055,5245
150,14,27,14,2,17,30,17,5,1,1,1,1,14,27,14,2,2,13,1,6,167779,6388,188,0.9640088943536943,0.9640007962364674,1345375,2054,297,6985,9823
151,28,1/2,27,3,31,3,30,6,1,2,1,1,28,1,27,3,34,3,37,8,162935,5063,5032,0.9698663157723055,0.969863162428277,1306024,306,39648,2850,3825
152,27,1/4,16,1/2,30,1,19,3,1,4,1,2,27,1,16,1,40,11,41,17,162345,4984,5622,0.9701403881493776,0.9701375991917701,1300802,525,44870,2534,3383
153,30,4,5,8,33,7,8,11,1,1,1,1,30,4,5,8,7,9,14,18,166774,5562,1193,0.9682167555246597,0.9682113927788019,1337220,2774,8452,4842,6505
