observation,weight_1,weight_2,weight_3,weight_4,weight_code_1,weight_code_2,weight_code_3,weight_code_4,good_wt_1,good_wt_2,good_wt_3,good_wt_4,bad_wt_1,bad_wt_2,bad_wt_3,bad_wt_4,threshold_1,threshold_2,threshold_3,threshold_4,validation_good,validation_bad,validation_missed,validation_f17,objective_score,train_good,train_bad,train_missed,n_patterns,trie_nodes
80,27,8,17,28,30,11,20,31,1,1,1,1,27,8,17,28,27,7,5,1,7119,423,964,0.9425618510701963,0.942527729544388,55989,13,2291,1152,1925
81,19,1/2,18,23,22,3,21,26,1,2,1,1,19,1,18,23,7,40,22,40,7081,480,1002,0.9352250034339571,0.935203821499754,55488,421,2792,694,1195
82,30,24,24,3,33,27,27,6,1,1,1,1,30,24,24,3,38,4,4,3,7162,443,921,0.9405664936647685,0.9405327620992552,56354,183,1926,1195,1903
83,27,1/3,1/4,1/5,30,2,1,0,1,3,4,5,27,1,1,1,10,8,1,24,7014,588,1069,0.9214858335019352,0.9214564446760702,54854,443,3426,1233,1658
84,25,28,5,1/5,28,31,8,0,1,1,1,5,25,28,5,1,24,42,41,7,6550,406,1533,0.9385917398195037,0.9385755032908594,51068,129,7212,468,916
85,24,1/4,1,29,27,1,4,32,1,4,1,1,24,1,1,29,37,6,41,8,7016,560,1067,0.9248445190834865,0.9248300905525733,54533,901,3747,436,814
86,21,28,20,28,24,31,23,31,1,1,1,1,21,28,20,28,29,40,23,41,6497,472,1586,0.9293005000514927,0.929286621010086,50638,622,7642,361,783
87,25,30,1/4,2,28,33,1,5,1,1,4,1,25,30,1,2,3,3,42,37,7368,584,715,0.926254176818,0.9262190626659864,57487,990,793,1309,1981
88,22,1/5,29,1/4,25,0,32,1,1,5,1,4,22,1,29,1,40,32,38,34,5970,417,2113,0.9297733035141382,0.9297612679213986,46246,229,12034,279,679
89,19,14,6,7,22,17,9,10,1,1,1,1,19,14,6,7,1,34,13,3,7341,534,742,0.9316983028647726,0.9316441870111141,57712,246,568,2012,3053
90,30,1/4,15,23,33,1,18,26,1,4,1,1,30,1,15,23,37,10,2,7,7296,485,787,0.9369413795228997,0.9368960555013455,57444,217,836,1628,2557
91,15,30,29,3,18,33,32,6,1,1,1,1,15,30,29,3,25,39,3,42,7248,545,835,0.9293737498076627,0.9293427479642141,56940,732,1340,995,1749
92,29,6,14,1/2,32,9,17,3,1,1,1,2,29,6,14,1,24,42,39,19,6378,425,1705,0.9340128283982075,0.9339983466908904,49551,286,8729,395,817
93,15,29,11,29,18,32,14,32,1,1,1,1,15,29,11,29,42,15,38,36,6368,485,1715,0.9259043852506688,0.9258935904406858,49543,535,8737,225,609
94,21,1/5,21,10,24,0,24,13,1,5,1,1,21,1,21,10,2,24,17,2,7276,480,807,0.9373220621085366,0.9372837573722916,57138,151,1142,1417,2161
95,30,17,9,1/4,33,20,12,1,1,1,1,4,30,17,9,1,41,4,8,11,7108,451,975,0.9390341212342195,0.9390130279273562,55632,216,2648,721,1190
96,16,5,15,3,19,8,18,6,1,1,1,1,16,5,15,3,2,26,25,41,7297,545,786,0.9299308509689277,0.9298978106966646,57241,667,1039,1137,1864
97,29,27,29,15,32,30,32,18,1,1,1,1,29,27,29,15,36,41,8,40,6960,451,1123,0.9374444402540797,0.9374206881270235,54566,455,3714,780,1340
98,29,1/5,6,1/5,32,0,9,0,1,5,1,5,29,1,6,1,21,40,40,9,6553,407,1530,0.9384944561085921,0.9384777232668451,51175,126,7105,501,944
99,18,12,17,29,21,15,20,32,1,1,1,1,18,12,17,29,14,6,29,2,6864,445,1219,0.9371313731486739,0.9371133463477663,53755,180,4525,555,1017
100,28,24,3,1/5,31,27,6,0,1,1,1,5,28,24,3,1,3,9,3,14,7259,469,824,0.9384494059546742,0.9384110657674932,57052,218,1228,1418,2163
101,24,28,29,28,27,31,32,31,1,1,1,1,24,28,29,28,4,22,41,13,7157,473,926,0.9368953771799149,0.9368652970607998,56268,397,2012,1068,1697
102,20,9,23,7,23,12,26,10,1,1,1,1,20,9,23,7,2,41,1,36,7370,584,713,0.926277370427998,0.9262117507456383,58172,632,108,2188,3702
103,28,1,7,1/4,31,4,10,1,1,1,1,4,28,1,7,1,9,4,41,32,6932,422,1151,0.9407511352255115,0.9407286770576159,54291,181,3989,756,1267
104,25,19,15,30,28,22,18,33,1,1,1,1,25,19,15,30,42,37,8,2,7037,425,1046,0.9414777333893467,0.9414540876150983,55166,166,3114,800,1334
105,17,29,12,2,20,32,15,5,1,1,1,1,17,29,12,2,25,2,2,19,7328,514,755,0.9338814959435796,0.9338416136406869,57545,248,735,1379,2250
106,25,12,28,26,28,15,31,29,1,1,1,1,25,12,28,26,8,41,33,37,6998,457,1085,0.9371200231400887,0.9370970509336224,54733,460,3547,763,1296
107,5,30,30,1/4,8,33,33,1,1,1,1,4,5,30,30,1,39,21,33,41,7072,781,1011,0.9000203624516392,0.9000108970517526,54973,536,3307,190,534
108,9,4,3,5,12,7,6,8,1,1,1,1,9,4,3,5,9,1,40,25,7131,678,952,0.9125367266919873,0.9125135063289697,55861,50,2419,708,1310
109,21,6,1,1/2,24,9,4,3,1,1,1,2,21,6,1,1,35,41,9,39,7306,617,777,0.9217531730211198,0.9217384786081874,56912,1167,1368,475,829
110,29,21,19,24,32,24,22,27,1,1,1,1,29,21,19,24,27,27,6,3,7081,432,1002,0.9410717133592047,0.9410452137846159,55601,205,2679,904,1495
111,1/3,1/2,29,5,2,3,32,8,3,2,1,1,1,1,29,5,1,2,30,5,7168,767,915,0.9030027866101618,0.9029833949482219,55955,52,2325,508,1094
112,30,23,1/2,6,33,26,3,9,1,1,2,1,30,23,1,6,23,26,8,10,7434,674,649,0.9169287696577243,0.9169103174455859,57825,1445,455,677,1041
113,1/4,4,5,30,1,7,8,33,4,1,1,1,1,4,5,30,27,1,10,25,7376,516,707,0.9341651658725757,0.9341303176025814,57686,130,594,909,1966
114,17,27,23,1/5,20,30,26,0,1,1,1,5,17,27,23,1,1,42,38,37,7347,546,736,0.9303768615135244,0.9303267516156231,57680,350,600,1807,2827
115,17,1/5,29,27,20,0,32,30,1,5,1,1,17,1,29,27,41,42,22,30,6559,464,1524,0.9311206382555861,0.9311071846254103,51029,309,7251,351,759
116,25,29,30,5,28,32,33,8,1,1,1,1,25,29,30,5,40,28,37,23,5938,427,2145,0.9279052905290529,0.9278933967400569,46109,340,12171,268,671
117,1,30,29,27,4,33,32,30,1,1,1,1,1,30,29,27,3,37,8,16,7480,1097,603,0.8731055477219882,0.8730954619307233,58072,3122,208,186,569
118,1/3,1/4,4,2,2,1,7,5,3,4,1,1,1,1,4,2,40,8,14,25,7240,452,843,0.940281720871397,0.9402691357891508,56264,375,2016,341,710
119,7,12,1/4,1/5,10,15,1,0,1,1,4,5,7,12,1,1,4,40,35,42,7116,728,967,0.9066377194927109,0.9066210398273677,55749,498,2531,538,941
120,29,2,24,24,32,5,27,27,1,1,1,1,29,2,24,24,26,4,10,1,6865,411,1218,0.941424602380097,0.9413978723744248,53805,9,4475,857,1508
121,23,24,29,16,26,27,32,19,1,1,1,1,23,24,29,16,1,1,26,41,7325,507,758,0.9346664931313179,0.9346043653661449,57697,30,583,2446,3505
122,1/4,1,4,20,1,4,7,23,4,1,1,1,1,1,4,20,42,27,8,40,7408,629,675,0.9216314668471445,0.9216229940734633,57599,1450,681,138,478
123,30,28,12,1/2,33,31,15,3,1,1,1,2,30,28,12,1,16,38,4,23,7166,466,917,0.9378329071249649,0.9378019407324522,56439,329,1841,1073,1747
124,23,1/4,18,27,26,1,21,30,1,4,1,1,23,1,18,27,38,10,35,4,6075,402,2008,0.9333058846664373,0.9332931577804475,47030,139,11250,321,718
125,14,21,5,1/4,17,24,8,1,1,1,1,4,14,21,5,1,10,2,41,1,7014,446,1069,0.9386467107217704,0.938623437182349,54924,0,3356,750,1313
126,28,27,21,29,31,30,24,32,1,1,1,1,28,27,21,29,2,36,39,28,7260,504,823,0.9343172405982719,0.9342736182216412,57075,426,1205,1621,2461
127,24,1,1,1/5,27,4,4,0,1,1,1,5,24,1,1,1,31,38,32,39,6917,499,1166,0.9310382887308967,0.9310241083565348,54085,462,4195,439,800
128,30,14,29,21,33,17,32,24,1,1,1,1,30,14,29,21,36,1,15,37,6635,404,1448,0.939817673954798,0.9397951448850306,51882,33,6398,707,1271
129,1/5,1/5,1/5,22,0,0,0,25,5,5,5,1,1,1,1,22,13,29,1,30,7493,1117,590,0.8713337814234847,0.8713185197955777,58267,3008,13,447,861
130,1/3,1/4,17,1/4,2,1,20,1,3,4,1,4,1,1,17,1,39,11,7,6,7220,428,863,0.9429649849151724,0.942949528307118,56429,176,1851,443,872
131,25,1/4,10,27,28,1,13,30,1,4,1,1,25,1,10,27,5,39,33,36,7102,451,981,0.938970860436829,0.9389433682360349,55775,286,2505,960,1551
132,1/5,29,2,18,0,32,5,21,5,1,1,1,1,29,2,18,42,30,20,30,7479,1013,604,0.8815604291463043,0.8815517791179436,58082,4331,198,128,488
133,2,2,30,8,5,5,33,11,1,1,1,1,2,2,30,8,21,4,21,36,7328,812,755,0.9003717965415304,0.9003616221229258,57028,600,1252,190,574
134,13,23,27,1/5,16,26,30,0,1,1,1,5,13,23,27,1,40,15,15,1,6819,657,1264,0.910640025426875,0.9106208819214865,53170,0,5110,576,1080
135,29,11,1/4,18,32,14,1,21,1,1,4,1,29,11,1,18,21,1,7,15,7468,789,615,0.9048260620922952,0.9048017072993286,58086,2054,194,907,1374
136,17,30,29,28,20,33,32,31,1,1,1,1,17,30,29,28,4,39,9,17,7202,525,881,0.9311983780960214,0.9311735092644842,56514,608,1766,830,1403
137,30,14,10,1/5,33,17,13,0,1,1,1,5,30,14,10,1,23,30,1,42,7377,542,706,0.9311713294657599,0.931105426175913,58137,354,143,2284,3718
138,1/5,1/3,11,14,0,2,14,17,5,3,1,1,1,1,11,14,34,2,23,26,7072,416,1011,0.9429459059454126,0.9429284109085436,55268,76,3012,464,987
139,29,1/3,30,1/3,32,2,33,2,1,3,1,3,29,1,30,1,38,37,41,4,5846,397,2237,0.9309213669225136,0.9309084450563764,45489,92,12791,319,729
140,22,27,1/4,1/3,25,30,1,2,1,1,4,3,22,27,1,1,18,8,28,1,6724,464,1359,0.9331242454100113,0.9330989866181791,52785,0,5495,946,1425
141,1/5,1,6,28,0,4,9,31,5,1,1,1,1,1,6,28,30,33,24,40,7402,916,681,0.8903804746610852,0.8903723918476989,57473,1701,807,125,456
142,25,30,1,1/5,28,33,4,0,1,1,1,5,25,30,1,1,29,42,31,25,6915,475,1168,0.9339722793245687,0.9339576203625721,54067,372,4213,462,827
143,26,26,29,10,29,29,32,13,1,1,1,1,26,26,29,10,8,21,10,13,7002,450,1081,0.9380249764890911,0.9380017738515415,54776,356,3504,771,1309
144,2,1/4,25,1/4,5,1,28,1,1,4,1,4,2,1,25,1,37,4,7,24,7187,737,896,0.906627577524416,0.9066070337070592,56173,43,2107,572,1159
145,28,15,1/5,22,31,18,0,25,1,1,5,1,28,15,1,22,36,2,38,4,7413,682,670,0.9157776141602715,0.9157571235193186,57770,1178,510,699,1156
146,25,30,30,13,28,33,33,16,1,1,1,1,25,30,30,13,15,30,39,33,6717,444,1366,0.9355882910087696,0.9355705655408173,52462,423,5818,535,1000
147,23,2,28,30,26,5,31,33,1,1,1,1,23,2,28,30,37,40,10,40,6886,449,1197,0.9368758469433847,0.9368552144986881,53881,486,4399,650,1164
148,1/4,5,1/2,20,1,8,3,23,4,1,2,1,1,5,1,20,41,8,42,20,7422,651,661,0.9193380567804588,0.9193288218116555,57741,1371,539,162,521
149,13,1/3,4,30,16,2,7,33,1,3,1,1,13,1,4,30,2,41,28,13,7316,747,767,0.9073095716447156,0.9072797751330877,57291,534,989,1007,1681
150,27,23,9,1/3,30,26,12,2,1,1,1,3,27,23,9,1,3,2,32,6,7195,454,888,0.9395796115794862,0.9395431680173761,56552,128,1728,1346,2056
151,1/3,4,12,4,2,7,15,7,3,1,1,1,1,4,12,4,42,9,15,33,7417,648,666,0.9196117718241963,0.9196026254827329,57645,1341,635,157,516
152,23,12,6,1/4,26,15,9,1,1,1,1,4,23,12,6,1,7,13,34,5,7035,427,1048,0.9412101540989135,0.9411857106786072,55155,106,3125,850,1379
153,27,25,16,1/5,30,28,19,0,1,1,1,5,27,25,16,1,38,5,4,5,7153,431,930,0.941930318489119,0.9418944421419835,56355,11,1925,1250,2024
