observation,weight_1,weight_2,weight_3,weight_4,weight_code_1,weight_code_2,weight_code_3,weight_code_4,good_wt_1,good_wt_2,good_wt_3,good_wt_4,bad_wt_1,bad_wt_2,bad_wt_3,bad_wt_4,threshold_1,threshold_2,threshold_3,threshold_4,validation_good,validation_bad,validation_missed,validation_f17,objective_score,train_good,train_bad,train_missed,n_patterns,trie_nodes
39,23,4,18,1/3,26,7,21,2,1,1,1,3,23,4,18,1,3,23,23,27,27677,1189,13797,0.9505064880473217,0.9504539174097302,231474,3843,102080,12279,16027
40,6,17,1/4,1/4,9,20,1,1,1,1,4,4,6,17,1,1,35,16,6,22,26261,1615,15213,0.9329628150672377,0.9329529976392529,212926,11419,120628,2303,2993
41,15,21,19,6,18,24,22,9,1,1,1,1,15,21,19,6,41,31,24,26,25059,1084,16415,0.9474238193214117,0.9474156616390201,204325,7775,129229,1178,2487
42,26,20,13,1/2,29,23,16,3,1,1,1,2,26,20,13,1,21,20,8,19,30006,1256,11468,0.9535934385550989,0.9535601944412916,248096,6209,85458,6023,10135
43,10,17,18,1/4,13,20,21,1,1,1,1,4,10,17,18,1,16,27,22,36,31340,1677,10134,0.9443701497070766,0.9443620084253331,254357,12102,79197,1364,2482
44,19,2,1/3,18,22,5,2,21,1,1,3,1,19,2,1,18,2,25,40,25,40717,7688,757,0.8435892644113769,0.8435269878702081,328662,59886,4892,15835,18986
45,11,5,9,22,14,8,12,25,1,1,1,1,11,5,9,22,1,5,2,2,37007,2642,4467,0.9325068349901098,0.9323998666827222,310233,10974,23321,22808,32611
46,10,18,12,15,13,21,15,18,1,1,1,1,10,18,12,15,40,17,41,39,29543,1807,11931,0.9363130885432777,0.9363090999056467,238917,13771,94637,574,1216
47,25,1/5,24,6,28,0,27,9,1,5,1,1,25,1,24,6,5,30,27,37,25155,939,16319,0.9527831646566874,0.9527452955601008,209580,2998,123974,8183,11545
48,9,23,8,28,12,26,11,31,1,1,1,1,9,23,8,28,37,19,32,32,31618,2158,9856,0.9318608097386498,0.9318562109969075,256159,16299,77395,682,1402
49,21,24,6,3,24,27,9,6,1,1,1,1,21,24,6,3,32,34,42,18,31768,2020,9706,0.9359572820705608,0.9359497738538362,257273,15350,76281,1274,2289
50,3,1/3,1/2,1/5,6,2,3,0,1,3,2,5,3,1,1,1,4,29,3,14,26961,1343,14513,0.9437680712980531,0.9437489153410097,218457,8531,115097,4462,5840
51,27,1/2,7,29,30,3,10,32,1,2,1,1,27,1,7,29,40,25,27,19,32384,2093,9090,0.935495742835733,0.9354880640522675,262004,15720,71550,1309,2341
52,6,8,19,22,9,11,22,25,1,1,1,1,6,8,19,22,34,34,4,21,36996,3191,4478,0.9200069430732649,0.9199812694986452,301744,23069,31810,3879,7827
53,1/4,15,12,27,1,18,15,30,4,1,1,1,1,15,12,27,15,5,7,32,40880,6730,594,0.8608621087583875,0.8608460820450118,330338,50339,3216,2734,4886
54,1/2,27,14,25,3,30,17,28,2,1,1,1,1,27,14,25,14,38,17,1,39275,4320,2199,0.9017835453146519,0.9015769824312867,330914,10629,2640,37821,62974
55,18,1/2,1/3,20,21,3,2,23,1,2,3,1,18,1,1,20,4,35,30,4,40586,5896,888,0.8750407487068215,0.8749898738962489,328958,42917,4596,12001,15510
56,1/3,30,9,9,2,33,12,12,3,1,1,1,1,30,9,9,35,40,42,32,40999,8662,475,0.8283084760651398,0.8283046579942497,330143,68262,3411,561,1164
57,1/4,27,14,30,1,30,17,33,4,1,1,1,1,27,14,30,4,24,41,22,41130,9500,344,0.8153130580127055,0.8153056744409067,331718,74038,1836,1107,2251
58,29,9,6,26,32,12,9,29,1,1,1,1,29,9,6,26,10,41,1,41,38269,3338,3205,0.919831921381279,0.9196919844909731,321613,16296,11941,28919,42662
59,1/5,12,1/4,1,0,15,1,4,5,1,4,1,1,12,1,1,5,28,32,25,38866,4596,2608,0.8950712814447159,0.8950647113450656,312850,35736,20704,1133,2003
60,9,1/3,23,15,12,2,26,18,1,3,1,1,9,1,23,15,18,39,5,21,34960,2218,6514,0.9381729029044715,0.9381440508842397,286849,14535,46705,4638,8796
61,28,26,1/4,1/5,31,29,1,0,1,1,4,5,28,26,1,1,16,35,42,7,11816,549,29658,0.9126311675592678,0.912611312934613,96322,2605,237232,4550,6053
62,20,2,27,24,23,5,30,27,1,1,1,1,20,2,27,24,40,31,26,18,20326,629,21148,0.951352140706133,0.9513429432226485,165685,3883,167869,1308,2804
63,16,1/3,30,30,19,2,33,33,1,3,1,1,16,1,30,30,30,23,14,35,26480,1054,14994,0.9520796180176034,0.9520632108091905,216762,6380,116792,2558,5002
64,18,20,12,18,21,23,15,21,1,1,1,1,18,20,12,18,25,38,2,12,35494,2173,5980,0.9404093035184672,0.9402999538369677,299372,8215,34182,22103,33337
65,29,27,12,18,32,30,15,21,1,1,1,1,29,27,12,18,12,8,20,15,26072,950,15402,0.9546322659261602,0.9546109614842087,214131,4997,119423,3986,6495
66,1/4,26,24,30,1,29,27,33,4,1,1,1,1,26,24,30,42,24,33,40,41072,9458,402,0.815748036500514,0.8157437624916052,330890,74083,2664,626,1303
67,25,5,12,1,28,8,15,4,1,1,1,1,25,5,12,1,41,26,10,29,30369,1368,11105,0.9510599798194522,0.9510373370846114,249107,8023,84447,3953,6903
68,18,9,1/2,19,21,12,3,22,1,1,2,1,18,9,1,19,22,33,22,36,40696,8058,778,0.8372215501847418,0.8372111488936828,327651,64056,5903,2250,3171
69,17,9,29,25,20,12,32,28,1,1,1,1,17,9,29,25,36,20,18,12,24545,906,16929,0.9524101467282025,0.9523975510304205,200610,5731,132944,1896,3840
70,15,16,26,10,18,19,29,13,1,1,1,1,15,16,26,10,6,2,32,27,30063,1406,11411,0.9492849496828139,0.9492588562516014,246909,7717,86645,5138,7955
71,27,8,14,23,30,11,17,26,1,1,1,1,27,8,14,23,17,27,37,40,22066,686,19408,0.9541459904767011,0.9541315251050296,181073,3657,152481,2496,4410
72,2,28,13,5,5,31,16,8,1,1,1,1,2,28,13,5,20,42,21,14,39622,5009,1852,0.889026307298578,0.8890216396741135,318552,39041,15002,825,1423
73,20,4,1,1/5,23,7,4,0,1,1,1,5,20,4,1,1,15,25,17,19,26109,1348,15365,0.9412942985881125,0.9412780685066997,211618,9199,121936,3603,4948
74,18,5,1/3,1,21,8,2,4,1,1,3,1,18,5,1,1,6,7,6,27,37078,4143,4396,0.8993825750023164,0.8993528898291584,298555,32187,34999,6823,9050
75,3,8,27,13,6,11,30,16,1,1,1,1,3,8,27,13,29,8,9,2,38405,3305,3069,0.9208666144910189,0.9208305625862476,311763,20273,21791,5619,10991
76,18,9,12,22,21,12,15,25,1,1,1,1,18,9,12,22,2,11,30,38,30860,1618,10614,0.9449468919024848,0.9448873313086501,257496,6749,76058,14449,18158
77,2,6,3,1/2,5,9,6,3,1,1,1,2,2,6,3,1,6,20,9,16,37291,3000,4183,0.9249984993052156,0.9249917651990838,300600,22960,32954,1336,2053
78,1/3,6,24,22,2,9,27,25,3,1,1,1,1,6,24,22,8,9,16,21,40430,5819,1044,0.8759899032576077,0.8759827492948831,325988,44852,7566,1204,2181
79,14,20,1/4,24,17,23,1,27,1,1,4,1,14,20,1,24,27,4,37,39,40977,9359,497,0.8169460329561575,0.8169376161435251,329852,73915,3702,1875,2566
80,14,15,1/2,12,17,18,3,15,1,1,2,1,14,15,1,12,23,11,12,16,40669,6768,805,0.859487371966624,0.8594767902684353,327930,52731,5624,2385,3226
81,6,9,18,16,9,12,21,19,1,1,1,1,6,9,18,16,15,42,26,10,35745,2918,5729,0.9231849195309203,0.9231791727438072,288346,22413,45208,987,1752
82,1/3,14,10,30,2,17,13,33,3,1,1,1,1,14,10,30,5,17,41,37,40841,7662,633,0.8444780058566135,0.8444720524213337,329020,59835,4534,945,1815
83,1/5,7,4,8,0,10,7,11,5,1,1,1,1,7,4,8,6,38,25,29,40680,7477,794,0.8470881034097171,0.8470836161923823,327698,58863,5856,682,1368
84,1/2,2,5,2,3,5,8,5,2,1,1,1,1,2,5,2,8,12,8,38,39613,4563,1861,0.8978068970644099,0.8978009009874449,319081,35496,14473,1037,1828
85,23,13,1/3,15,26,16,2,18,1,1,3,1,23,13,1,15,25,32,19,6,40745,6319,729,0.8677974620997525,0.8677774959506903,329131,47744,4423,4077,6087
86,1/3,30,7,24,2,33,10,27,3,1,1,1,1,30,7,24,11,29,32,26,41125,9852,349,0.8097554213740777,0.8097506553457243,331359,77415,2195,674,1453
87,13,11,8,28,16,14,11,31,1,1,1,1,13,11,8,28,35,41,6,31,34932,2177,6542,0.9391256657248166,0.9391010713128455,285818,14525,47736,4237,7498
88,24,5,2,19,27,8,5,22,1,1,1,1,24,5,2,19,40,24,25,12,39071,4674,2403,0.8940818195506685,0.8940738094741102,314172,36046,19382,1492,2442
89,23,3,8,11,26,6,11,14,1,1,1,1,23,3,8,11,22,11,5,26,34843,2029,6631,0.9426188262971256,0.9425832008092063,286983,12461,46571,6672,10861
90,6,16,2,13,9,19,5,16,1,1,1,1,6,16,2,13,23,3,15,6,38721,3600,2753,0.915302219219621,0.9152907682870801,312191,26722,21363,2002,3491
91,10,24,11,9,13,27,14,12,1,1,1,1,10,24,11,9,20,13,32,22,31409,1940,10065,0.937260343464184,0.9372540292146448,254406,14418,79148,1016,1925
92,3,2,2,24,6,5,5,27,1,1,1,1,3,2,2,24,28,22,16,37,39065,4340,2409,0.9008130261276132,0.9008088833238895,314424,34085,19130,763,1263
93,4,27,10,15,7,30,13,18,1,1,1,1,4,27,10,15,39,27,5,40,38138,4174,3336,0.9017090339243848,0.9016966743959363,309021,32136,24533,1782,3768
94,18,8,1,23,21,11,4,26,1,1,1,1,18,8,1,23,27,23,38,34,39503,6110,1971,0.867621548940462,0.8676134699811815,317746,48143,15808,1572,2463
95,28,3,1/3,22,31,6,2,25,1,1,3,1,28,3,1,22,25,36,6,34,41076,9176,398,0.8202659773737909,0.8202526403667124,331077,72208,2477,2820,4066
96,4,21,21,18,7,24,24,21,1,1,1,1,4,21,21,18,30,23,11,15,37645,3897,3829,0.9062209922620353,0.9062153405986816,303537,30334,30017,870,1723
97,14,17,1/5,26,17,20,0,29,1,1,5,1,14,17,1,26,40,24,30,39,41092,10073,382,0.8061810615332036,0.8061741634205901,330977,79578,2577,1583,2103
98,2,7,5,22,5,10,8,25,1,1,1,1,2,7,5,22,2,24,33,37,40029,5675,1445,0.8774556438708093,0.8774478634033253,322529,44080,11025,1399,2372
99,8,24,1/2,25,11,27,3,28,1,1,2,1,8,24,1,25,6,17,34,7,39948,5121,1526,0.8877905465018856,0.887774322980732,322688,38972,10866,3299,4946
100,3,27,16,10,6,30,19,13,1,1,1,1,3,27,16,10,20,40,7,25,39059,4851,2415,0.8905120871985496,0.8905057139066771,314544,37884,19010,982,1943
101,21,2,16,17,24,5,19,20,1,1,1,1,21,2,16,17,18,31,40,39,22655,715,18819,0.9546150189953854,0.9546029710792517,185620,4419,147934,2012,3673
102,12,1/2,30,25,15,3,33,28,1,2,1,1,12,1,30,25,6,39,37,22,32217,1823,9257,0.9423294493967009,0.9423113332407504,263023,12104,70531,3471,5523
103,15,28,8,8,18,31,11,11,1,1,1,1,15,28,8,8,31,19,10,20,33245,1875,8229,0.9431986990127976,0.9431820425145329,270901,12969,62653,2848,5078
104,1,2,13,11,4,5,16,14,1,1,1,1,1,2,13,11,39,16,25,27,39414,4824,2060,0.8920682112826009,0.8920644227328774,317134,37846,16420,665,1155
105,17,10,1/4,8,20,13,1,11,1,1,4,1,17,10,1,8,34,1,15,17,40639,6663,835,0.8612614399696179,0.8612369603621838,327478,51933,6076,4711,7463
106,1/5,19,3,29,0,22,6,32,5,1,1,1,1,19,3,29,7,18,4,42,41108,8692,366,0.828231266475774,0.8282249194249386,331329,67947,2225,996,1935
107,1/4,13,16,1/3,1,16,19,2,4,1,1,3,1,13,16,1,33,20,23,19,33433,2210,8041,0.9349372280801642,0.9349307137427176,270417,16636,63137,1218,1986
108,10,16,2,3,13,19,5,6,1,1,1,1,10,16,2,3,37,40,16,12,38887,3915,2587,0.9090964347765915,0.9090901106866635,312788,30284,20766,1199,1928
109,14,17,1/3,22,17,20,2,25,1,1,3,1,14,17,1,22,9,38,9,9,40958,7200,516,0.8528595511607454,0.8528372364388676,330617,54851,2937,5009,6803
110,18,10,1/5,2,21,13,0,5,1,1,5,1,18,10,1,2,31,28,2,10,38553,4445,2921,0.8972591389961534,0.8972432041264073,311337,34204,22217,3515,4858
111,11,27,24,8,14,30,27,11,1,1,1,1,11,27,24,8,11,16,25,12,31864,1877,9610,0.9400613529873736,0.9400507712891849,258532,13407,75022,1853,3226
112,1/2,5,21,26,3,8,24,29,2,1,1,1,1,5,21,26,35,17,29,9,40300,5677,1174,0.8782455312993196,0.8782393088934101,324537,44120,9017,952,1897
113,18,10,15,11,21,13,18,14,1,1,1,1,18,10,15,11,13,40,33,6,25853,994,15621,0.9525953645492887,0.9525806039659505,211514,5977,122040,2608,4500
114,4,19,1/5,1/2,7,22,0,3,1,1,5,2,4,19,1,1,34,8,28,11,34452,2577,7022,0.9281775100423247,0.9281694015618775,278165,19430,55389,1866,2472
115,6,27,1/5,1/3,9,30,0,2,1,1,5,3,6,27,1,1,9,2,8,25,30106,2137,11368,0.9284060933241478,0.9283826043158622,243962,15000,89592,4968,7161
116,1/5,28,1,16,0,31,4,19,5,1,1,1,1,28,1,16,12,24,28,35,41139,9616,335,0.8135160051398693,0.8135108061344046,331499,75223,2055,776,1585
117,26,13,27,24,29,16,30,27,1,1,1,1,26,13,27,24,18,1,12,23,23284,685,18190,0.9574367472480478,0.957403303046333,193574,1333,139980,5632,10196
118,18,5,1,25,21,8,4,28,1,1,1,1,18,5,1,25,42,23,8,12,40248,5909,1226,0.8737534012948257,0.8737436888309892,324497,45761,9057,2051,2961
119,4,1/5,1,27,7,0,4,30,1,5,1,1,4,1,1,27,37,26,26,28,39061,4833,2413,0.890876165453318,0.8908706482752792,314553,38405,19001,1293,1682
120,2,28,11,10,5,31,14,13,1,1,1,1,2,28,11,10,22,2,7,31,39506,4347,1968,0.901851871298118,0.9018124474200863,321162,28823,12392,7293,12019
121,1/3,17,5,10,2,20,8,13,3,1,1,1,1,17,5,10,13,15,31,13,40971,7571,503,0.8464970711131091,0.8464899204305142,330217,58776,3337,1089,2180
122,21,13,20,11,24,16,23,14,1,1,1,1,21,13,20,11,11,35,34,30,24244,837,17230,0.9541553615549851,0.9541370092297012,198504,4301,135050,3380,5595
123,6,17,9,1/2,9,20,12,3,1,1,1,2,6,17,9,1,39,6,40,19,34009,2320,7465,0.9334950963304137,0.9334898809243009,274905,17443,58649,830,1590
124,16,13,19,28,19,16,22,31,1,1,1,1,16,13,19,28,31,10,2,12,34899,2134,6575,0.9401209315707043,0.9399974740516631,296225,7234,37329,25273,37638
125,17,1/4,13,17,20,1,16,20,1,4,1,1,17,1,13,17,15,33,5,4,32200,1543,9274,0.9499191978669889,0.9498706289875467,268050,7126,65504,8829,14807
126,29,13,26,25,32,16,29,28,1,1,1,1,29,13,26,25,14,35,2,26,32984,1847,8490,0.9433741011432948,0.9432149459734824,285523,2318,48031,35099,48521
127,3,15,26,21,6,18,29,24,1,1,1,1,3,15,26,21,34,28,30,36,38391,4861,3083,0.8883424918850327,0.888339388882402,308474,38470,25080,515,946
128,3,16,28,1/4,6,19,31,1,1,1,1,4,3,16,28,1,30,13,39,41,34237,2357,7237,0.9331018543753884,0.9330969571418497,276099,18063,57455,962,1493
129,4,1,1/3,20,7,4,2,23,1,1,3,1,4,1,1,20,15,31,3,14,41017,7493,457,0.8479969104357147,0.8479716665580767,332600,56849,954,4350,7696
130,5,13,4,30,8,16,7,33,1,1,1,1,5,13,4,30,40,2,30,39,36319,2790,5155,0.9275391188646527,0.9275201728359056,294537,19176,39017,3189,5776
131,23,10,13,18,26,13,16,21,1,1,1,1,23,10,13,18,37,42,33,18,23051,846,18423,0.9506139338698332,0.9506059861157379,187924,5654,145630,1206,2423
132,26,1/5,26,14,29,0,29,17,1,5,1,1,26,1,26,14,40,34,42,15,14784,349,26690,0.9440721540860624,0.9440656791101714,120553,1918,213001,839,1974
133,1/4,1/5,30,11,1,0,33,14,4,5,1,1,1,1,30,11,17,29,10,40,28134,1315,13340,0.94760774011014,0.947578897930297,231571,6846,101983,5360,8793
134,11,22,5,1/2,14,25,8,3,1,1,1,2,11,22,5,1,15,13,13,10,34638,2048,6836,0.9417167639612678,0.9417041354621896,281083,14552,52471,2206,3850
135,15,23,7,18,18,26,10,21,1,1,1,1,15,23,7,18,38,26,10,2,34204,1874,7270,0.9452295257381876,0.9452046623555868,278726,11311,54828,4079,7580
136,30,4,29,19,33,7,32,22,1,1,1,1,30,4,29,19,26,22,10,8,23831,748,17643,0.956419137212093,0.9563837544537664,198494,1822,135060,6185,10787
137,23,1/2,11,26,26,3,14,29,1,2,1,1,23,1,11,26,40,20,26,8,26429,1131,15045,0.9493761827239326,0.9493668376346147,215343,7626,118211,1503,2849
138,4,3,23,8,7,6,26,11,1,1,1,1,4,3,23,8,3,41,38,39,38549,4167,2925,0.902973824089109,0.9029633342345499,311350,32274,22204,1943,3198
139,30,2,10,22,33,5,13,25,1,1,1,1,30,2,10,22,30,7,35,10,26257,1219,15217,0.9459950223303392,0.9459859002898361,213350,8241,120204,1496,2781
140,4,15,17,16,7,18,20,19,1,1,1,1,4,15,17,16,4,37,12,6,38449,3728,3025,0.9119145866014087,0.9119029749425159,310690,27800,22864,2123,3540
141,25,13,13,17,28,16,16,20,1,1,1,1,25,13,13,17,35,15,29,24,23709,893,17765,0.9506628857745003,0.9506537079717935,193290,5769,140264,1430,2798
142,6,26,24,19,9,29,27,22,1,1,1,1,6,26,24,19,36,37,30,36,34703,3005,6771,0.9184740779793835,0.9184705419996416,279921,23658,53633,525,1078
143,9,5,21,13,12,8,24,16,1,1,1,1,9,5,21,13,4,10,29,4,35065,2345,6409,0.9352841514080075,0.9352636997997599,285664,15895,47890,3955,6235
144,27,29,26,24,30,32,29,27,1,1,1,1,27,29,26,24,28,24,4,18,30124,1321,11350,0.9519180877708672,0.9518321483745422,255825,2455,77729,17274,26200
145,20,20,18,22,23,23,21,25,1,1,1,1,20,20,18,22,7,37,37,2,26241,979,15233,0.9540419442517529,0.9540138860228917,216628,4221,116926,5504,8554
146,23,1/2,22,15,26,3,25,18,1,2,1,1,23,1,22,15,41,15,27,40,18786,501,22688,0.9521183696100602,0.9521086112244088,154371,2803,179183,1422,2975
147,1/2,28,20,1/3,3,31,23,2,2,1,1,3,1,28,20,1,13,30,3,25,30912,2165,10562,0.9298257118226112,0.9298194566154054,249578,16339,83976,1093,1907
148,25,1,8,22,28,4,11,25,1,1,1,1,25,1,8,22,7,35,35,22,28258,1211,13216,0.9511563796951101,0.95112733414723,233067,6560,100487,5986,8855
149,1/5,6,17,30,0,9,20,33,5,1,1,1,1,6,17,30,27,11,27,23,40445,5985,1029,0.8729598919770142,0.8729539975840678,325907,46581,7647,989,1797
150,8,18,1/4,26,11,21,1,29,1,1,4,1,8,18,1,26,41,41,32,6,40803,6694,671,0.86124904857974,0.8612318508600861,329849,50259,3705,3257,5243
151,1/3,20,19,6,2,23,22,9,3,1,1,1,1,20,19,6,40,7,19,40,40910,7165,564,0.8533053222807594,0.8532934416512369,330146,54964,3408,1938,3622
152,6,30,11,12,9,33,14,15,1,1,1,1,6,30,11,12,7,34,30,10,36616,3046,4858,0.9223582707948765,0.9223493258813735,295907,23016,37647,1640,2727
153,22,1/5,1/5,8,25,0,0,11,1,5,5,1,22,1,1,8,21,33,29,19,40623,6892,851,0.8571305590686451,0.8571177895239926,327229,53963,6325,2884,3893
