observation,weight_1,weight_2,weight_3,weight_4,weight_code_1,weight_code_2,weight_code_3,weight_code_4,good_wt_1,good_wt_2,good_wt_3,good_wt_4,bad_wt_1,bad_wt_2,bad_wt_3,bad_wt_4,threshold_1,threshold_2,threshold_3,threshold_4,validation_good,validation_bad,validation_missed,validation_f17,objective_score,train_good,train_bad,train_missed,n_patterns,trie_nodes
94,27,3,1/3,19,30,6,2,22,1,1,3,1,27,3,1,19,5,29,2,38,276303,9223,292,0.9683039669051805,0.9682981524221344,2208373,24782,88,10486,13278
95,26,1/4,1,1/5,29,1,4,0,1,4,1,5,26,1,1,1,21,30,39,1,268003,4766,8592,0.9822517884845609,0.9822490822407571,2142910,1,65551,5264,6180
96,26,1/2,22,2,29,3,25,5,1,2,1,1,26,1,22,2,29,39,2,42,275708,5988,887,0.9790976355389417,0.9790907578261293,2205834,4590,2627,11464,15706
97,25,1/3,6,18,28,2,9,21,1,3,1,1,25,1,6,18,39,34,39,18,268679,5158,7916,0.9809663774238738,0.9809644580927102,2148234,3452,60227,3251,4383
98,26,28,30,1/5,29,31,33,0,1,1,1,5,26,28,30,1,3,6,17,34,274657,5841,1938,0.9794488936842367,0.979443241225496,2196962,1848,11499,9847,12908
99,17,19,27,25,20,22,30,28,1,1,1,1,17,19,27,25,42,1,6,12,274856,7891,1739,0.9725148568437014,0.9725099453177303,2198279,193,10182,8121,11216
100,17,26,17,24,20,29,20,27,1,1,1,1,17,26,17,24,4,23,42,5,274561,8431,2034,0.970646465302096,0.9706422425983745,2195573,2740,12888,7224,9643
101,22,3,22,22,25,6,25,25,1,1,1,1,22,3,22,22,3,1,17,40,274760,5609,1835,0.9802581236983288,0.9802526166235593,2197846,118,10615,9931,12576
102,25,27,4,1/5,28,30,7,0,1,1,1,5,25,27,4,1,31,9,9,36,274184,5415,2411,0.9808437408286476,0.9808402835802932,2192138,2432,16323,5856,7895
103,30,19,15,1/2,33,22,18,3,1,1,1,2,30,19,15,1,42,28,32,4,268321,4280,8274,0.9840110535069421,0.984008588985886,2145187,242,63274,4182,5628
104,30,24,7,14,33,27,10,17,1,1,1,1,30,24,7,14,4,42,41,32,274186,6567,2409,0.976898693496957,0.976893870865402,2192769,10565,15692,8284,11013
105,24,1/2,1/2,29,27,3,3,32,1,2,2,1,24,1,1,29,13,42,2,6,276270,7187,325,0.9751173020900483,0.9751117052450556,2208347,7231,114,10255,12781
106,29,1/2,29,27,32,3,32,30,1,2,1,1,29,1,29,27,2,8,33,3,273879,5592,2716,0.980192508965566,0.9801863502903467,2190722,505,17739,11178,14064
107,14,22,1/3,1/5,17,25,2,0,1,1,3,5,14,22,1,1,13,10,38,38,270112,8454,6483,0.9697889515607452,0.9697861875136758,2158912,2464,49549,4960,6312
108,24,28,30,22,27,31,33,25,1,1,1,1,24,28,30,22,42,14,25,33,270305,5554,6290,0.979814242545466,0.9798119076438542,2160526,6095,47935,3677,5332
109,6,1/3,2,30,9,2,5,33,1,3,1,1,6,1,2,30,40,33,26,4,272867,20254,3728,0.9319531154155012,0.9319511562351165,2180349,1624,28112,3615,4474
110,22,6,5,1,25,9,8,4,1,1,1,1,22,6,5,1,4,37,3,1,275315,5570,1280,0.9804693175764035,0.9804635153546563,2202429,10,6032,10212,13250
111,29,26,19,13,32,29,22,16,1,1,1,1,29,26,19,13,4,2,41,36,274005,5555,2590,0.9803374374375448,0.98033194831682,2191491,775,16970,9643,12535
112,30,3,27,1/5,33,6,30,0,1,1,1,5,30,3,27,1,41,26,35,35,267228,4404,9367,0.98342752320804,0.9834253433242771,2136392,1381,72069,3617,4978
113,27,28,30,7,30,31,33,10,1,1,1,1,27,28,30,7,20,37,5,21,274894,6196,1701,0.9782701144946212,0.9782652323081864,2198415,7655,10046,7775,11149
114,23,11,11,22,26,14,14,25,1,1,1,1,23,11,11,22,1,42,33,10,275089,6481,1506,0.9773279970725175,0.9773210278378678,2199818,4747,8643,12519,15915
115,27,23,1,25,30,26,4,28,1,1,1,1,27,23,1,25,25,1,1,1,276201,6331,394,0.9780029450458524,0.9779953097599364,2208361,159,100,14184,17436
116,23,28,28,29,26,31,31,32,1,1,1,1,23,28,28,29,37,4,11,41,273434,5178,3161,0.9815571332704842,0.9815534474364882,2185909,1794,22552,5960,8417
117,23,1/2,3,1/5,26,3,6,0,1,2,1,5,23,1,3,1,9,4,1,33,275933,5941,662,0.9792900141186865,0.9792829056307149,2206731,1567,1730,13038,16233
118,30,24,24,10,33,27,27,13,1,1,1,1,30,24,24,10,33,31,39,4,268007,4464,8588,0.9833189434968874,0.9833164080354597,2142533,1350,65928,4134,5790
119,26,23,18,23,29,26,21,26,1,1,1,1,26,23,18,23,2,1,3,1,275692,5744,903,0.9799275024545107,0.9799196994515434,2205569,37,2892,13575,17819
120,26,8,8,28,29,11,11,31,1,1,1,1,26,8,8,28,3,42,38,34,274500,6922,2095,0.9757382072706823,0.9757330492050248,2195504,10748,12957,8908,11779
121,21,11,20,27,24,14,23,30,1,1,1,1,21,11,20,27,42,6,1,41,276098,6410,497,0.9777196579450798,0.9777115821282145,2208250,2601,211,13474,18442
122,30,1/3,6,14,33,2,9,17,1,3,1,1,30,1,6,14,5,41,20,42,274054,5608,2541,0.9801622070563066,0.980157606879744,2191522,3854,16939,8037,10505
123,28,30,23,2,31,33,26,5,1,1,1,1,28,30,23,2,29,11,33,1,269119,4317,7476,0.983984668619482,0.9839816764246745,2151511,4,56950,5013,6833
124,25,21,1/2,23,28,24,3,26,1,1,2,1,25,21,1,23,31,42,4,4,276170,7334,425,0.9746058998929369,0.9746008587475213,2207534,5723,927,8958,11512
125,21,1/3,1/5,29,24,2,0,32,1,3,5,1,21,1,1,29,38,2,38,6,275737,10625,858,0.9635538954817449,0.9635492839196904,2204074,11195,4387,8820,10531
126,30,5,29,1/5,33,8,32,0,1,1,1,5,30,5,29,1,10,32,3,42,274776,5478,1819,0.9807095289392043,0.9807032993236136,2198711,1826,9750,10302,14226
127,24,1/2,1/3,6,27,3,2,9,1,2,3,1,24,1,1,6,7,10,29,18,275231,6846,1364,0.9761094333755511,0.9761054681591042,2200032,9276,8429,7408,9055
128,25,22,28,3,28,25,31,6,1,1,1,1,25,22,28,3,3,36,42,1,274262,5555,2333,0.9803735129358602,0.9803678517190488,2194060,9,14401,10187,12928
129,24,28,12,29,27,31,15,32,1,1,1,1,24,28,12,29,39,1,37,5,269004,4821,7591,0.9821951479550929,0.982192080002975,2150573,261,57888,5117,7006
130,26,26,1/2,2,29,29,3,5,1,1,2,1,26,26,1,2,41,41,2,9,275591,7570,1004,0.9737176680551665,0.9737133923651181,2202645,8391,5816,7836,9764
131,19,4,29,1/2,22,7,32,3,1,1,1,2,19,4,29,1,20,2,2,38,275786,8157,809,0.9717753637436239,0.9717690106392383,2206064,471,2397,10558,14508
132,26,20,1/2,25,29,23,3,28,1,1,2,1,26,20,1,25,26,9,42,42,274298,8360,2297,0.9708401109179641,0.9708375395484471,2192128,20712,16333,4500,5872
133,27,1,10,25,30,4,13,28,1,1,1,1,27,1,10,25,2,38,10,41,275322,6738,1273,0.976489861525437,0.9764837702873611,2201862,8585,6599,10573,13910
134,24,29,7,18,27,32,10,21,1,1,1,1,24,29,7,18,13,3,6,4,274904,5619,1691,0.9802440725870694,0.9802394273064433,2198423,1456,10038,7780,10608
135,29,19,22,1/3,32,22,25,2,1,1,1,3,29,19,22,1,38,23,39,9,267179,4350,9416,0.9836125805101579,0.9836103410715151,2136112,426,72349,3772,5114
136,25,3,24,29,28,6,27,32,1,1,1,1,25,3,24,29,37,2,6,41,274627,5256,1968,0.9814513215840452,0.9814466776171298,2196458,452,12003,7781,10605
137,23,18,24,1/2,26,21,27,3,1,1,1,2,23,18,24,1,27,42,5,24,274658,5756,1937,0.9797400719889111,0.9797355725301599,2196708,3046,11753,7355,10275
138,30,1/4,9,4,33,1,12,7,1,4,1,1,30,1,9,4,31,23,25,1,269856,4326,6739,0.9840489521470023,0.9840460628595239,2157125,11,51336,5083,6598
139,24,30,21,30,27,33,24,33,1,1,1,1,24,30,21,30,1,34,29,37,275116,7477,1479,0.9739548949520989,0.9739479572465032,2200041,12766,8420,12359,15843
140,25,23,2,18,28,26,5,21,1,1,1,1,25,23,2,18,2,6,1,10,276164,6354,431,0.9779194399537621,0.9779117976613897,2208349,4231,112,13279,17452
141,26,21,6,30,29,24,9,33,1,1,1,1,26,21,6,30,3,1,22,39,274902,5716,1693,0.9799116367813022,0.9799053738850433,2198898,638,9563,11221,14302
142,30,5,19,4,33,8,22,7,1,1,1,1,30,5,19,4,40,29,32,4,268473,4420,8122,0.9835363273162943,0.9835338750565369,2146358,1147,62103,4032,5600
143,22,2,29,20,25,5,32,23,1,1,1,1,22,2,29,20,3,2,42,2,274216,5630,2379,0.9801095128053382,0.9801043770727607,2193431,338,15030,9261,11728
144,21,28,24,15,24,31,27,18,1,1,1,1,21,28,24,15,18,37,1,22,276105,9148,490,0.9685181526690909,0.9685103890774412,2208219,9550,242,12623,17729
145,29,23,3,1/5,32,26,6,0,1,1,1,5,29,23,3,1,39,2,3,17,275245,5248,1350,0.981562900477806,0.9815576920532428,2200953,1111,7508,9283,11894
146,30,1/4,23,1/3,33,1,26,2,1,4,1,3,30,1,23,1,6,3,8,39,274069,5099,2526,0.9819160125730994,0.9819108461872749,2192163,73,16298,9302,11798
147,26,1/5,1,17,29,0,4,20,1,5,1,1,26,1,1,17,36,32,42,42,271395,6437,5200,0.9769183137978467,0.976916262657721,2169253,12449,39208,3728,4684
148,27,12,25,1/2,30,15,28,3,1,1,1,2,27,12,25,1,41,12,41,5,267185,4423,9410,0.9833543939528553,0.9833521470698526,2136082,463,72379,3743,5131
149,24,1/2,26,30,27,3,29,33,1,2,1,1,24,1,26,30,35,39,4,9,275106,5606,1489,0.9803169059179275,0.980311678225609,2200714,2432,7747,8618,11938
150,26,30,3,27,29,33,6,30,1,1,1,1,26,30,3,27,6,36,1,36,276190,7572,405,0.9738075766947069,0.9738006000156971,2208289,14571,172,11768,15932
151,30,1/5,23,1,33,0,26,4,1,5,1,1,30,1,23,1,34,9,26,27,268439,4324,8156,0.9838709653773184,0.9838682819044983,2146326,338,62135,4664,6128
152,30,1/2,8,4,33,3,11,7,1,2,1,1,30,1,8,4,35,21,29,18,269517,4642,7078,0.9828935523770082,0.9828912424358974,2154352,2973,54109,3888,5275
153,28,25,21,1/3,31,28,24,2,1,1,1,3,28,25,21,1,41,3,29,21,269195,4487,7400,0.9833957197235073,0.9833929517353062,2152137,1005,56324,4477,6321
